,,,,,Stenter 01,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Zone,DIN,Status,STR1,SPD1,RT1,,,,,,,,,,,,,,,,,,,,,
08-09-15,15:06:26,22,1,1,56,39,0:01:25,,,,,,,,,,,,,,,,,,,,,
08-09-15,15:07:26,22,1,1,96,43,0:02:12,,,,,,,,,,,,,,,,,,,,,
08-09-15,15:08:26,22,1,1,96,43,0:02:12,,,,,,,,,,,,,,,,,,,,,
08-09-15,15:09:26,22,1,1,96,43,0:02:12,,,,,,,,,,,,,,,,,,,,,
08-09-15,15:10:26,22,1,1,96,43,0:02:12,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:21:11,22,1,1,163,50,0:03:13,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:22:11,22,1,1,231,54,0:04:15,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:23:11,22,1,1,299,56,0:05:17,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:24:11,22,1,1,338,56,0:05:59,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:25:11,22,1,1,338,56,0:06:01,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:26:11,22,1,1,361,53,0:06:42,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:27:11,22,1,1,422,54,0:07:44,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:28:11,22,1,1,461,54,0:08:27,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:29:11,22,1,1,472,53,0:08:50,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:30:11,22,1,1,505,51,0:09:52,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:31:11,22,1,1,523,50,0:10:18,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:32:11,22,1,1,541,49,0:11:01,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:33:11,22,1,1,585,48,0:12:03,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:34:11,22,1,1,629,48,0:12:58,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:35:11,22,1,1,629,48,0:12:58,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:36:11,22,1,1,672,48,0:13:52,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:37:11,22,1,1,730,49,0:14:45,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:38:11,22,1,1,730,49,0:14:45,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:39:11,22,1,1,730,49,0:14:45,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:40:11,22,1,1,730,49,0:14:48,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:41:11,22,1,1,763,48,0:15:42,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:42:11,22,1,1,801,48,0:16:35,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:43:11,22,1,1,848,48,0:17:22,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:44:11,22,1,1,848,48,0:17:22,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:45:11,22,1,1,866,48,0:17:58,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:46:11,22,1,1,934,49,0:19:00,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:47:11,22,1,1,1007,50,0:20:02,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:48:11,22,1,1,1100,52,0:21:04,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:49:11,22,1,1,1109,52,0:21:16,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:50:11,22,1,1,1134,52,0:21:46,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:51:11,22,1,1,1220,53,0:22:47,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:52:11,22,1,1,1307,54,0:23:49,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:53:11,22,1,1,1385,55,0:24:51,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:54:11,22,1,1,1461,56,0:25:53,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:55:11,22,1,1,1547,57,0:26:54,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:56:11,22,1,1,1634,58,0:27:56,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:57:11,22,1,1,1706,58,0:28:58,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:58:11,22,1,1,1736,57,0:29:59,,,,,,,,,,,,,,,,,,,,,
08-09-15,17:59:11,22,1,1,1785,57,0:31:01,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:00:11,22,1,1,1797,57,0:31:16,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:01:11,22,1,1,1797,57,0:31:16,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:02:11,22,1,1,1797,57,0:31:16,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:03:11,22,1,1,1816,56,0:32:02,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:04:11,22,1,1,1842,55,0:33:04,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:05:11,22,1,1,1853,54,0:33:49,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:06:11,22,1,1,1924,55,0:34:51,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:07:11,22,1,1,2017,56,0:35:53,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:08:11,22,1,1,2113,57,0:36:55,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:09:11,22,1,1,2208,58,0:37:56,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:10:11,22,1,1,2302,59,0:38:58,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:11:11,22,1,1,2398,59,0:40:00,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:12:11,22,1,1,2493,60,0:41:01,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:13:11,22,1,1,2588,61,0:42:03,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:14:11,22,1,1,2684,62,0:43:05,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:15:11,22,1,1,2780,63,0:44:07,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:16:11,22,1,1,2874,63,0:45:08,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:17:11,22,1,1,2964,64,0:46:10,,,,,,,,,,,,,,,,,,,,,
08-09-15,18:18:11,22,1,1,3054,64,0:47:12,,,,,,,,,,,,,,,,,,,,,
23-11-15,21:28:53,22,1,1,215,95,12:16:37
23-11-15,21:29:03,22,1,1,478,67,02:05:12
23-11-15,21:29:13,22,1,1,964,0,12:24:47
23-11-15,21:29:23,22,1,1,440,4,07:14:40
23-11-15,21:29:33,22,1,1,607,98,08:27:34
23-11-15,21:29:43,22,1,1,78,28,04:08:25
23-11-15,21:29:53,22,1,1,978,56,09:08:05
23-11-15,21:30:03,22,1,1,989,52,10:52:06
23-11-15,21:30:23,22,1,1,989,74,20:46:20
23-11-15,21:30:33,22,1,1,201,89,04:29:49
23-11-15,21:30:43,22,1,1,363,3,08:26:44
23-11-15,21:30:53,22,1,1,437,36,03:52:17
23-11-15,21:31:03,22,1,1,116,84,07:43:56
23-11-15,21:31:13,22,1,1,666,39,05:15:00
23-11-15,21:31:23,22,1,1,220,14,21:43:33
23-11-15,21:31:33,22,1,1,939,52,16:36:04
23-11-15,21:31:43,22,1,1,867,84,04:46:13
23-11-15,21:31:53,22,1,1,901,100,06:08:37
23-11-15,21:32:03,22,1,1,716,87,12:27:33
23-11-15,21:32:13,22,1,1,40,4,04:20:46
23-11-15,21:32:23,22,1,1,147,53,15:38:11
23-11-15,21:32:33,22,1,1,940,10,13:55:40
23-11-15,21:32:43,22,1,1,507,74,02:23:44
23-11-15,21:32:53,22,1,1,523,7,15:51:25
23-11-15,21:33:03,22,1,1,362,20,08:04:51
23-11-15,21:33:13,22,1,1,311,61,23:21:10
23-11-15,21:33:23,22,1,1,749,78,01:17:07
23-11-15,21:33:33,22,1,1,668,28,15:53:00
23-11-15,21:33:43,22,1,1,420,64,09:51:12
23-11-15,21:33:53,22,1,1,48,93,17:10:05
23-11-15,21:34:03,22,1,1,98,54,06:52:41
23-11-15,21:34:13,22,1,1,255,82,05:10:31
23-11-15,21:34:23,22,1,1,725,9,12:42:14
23-11-15,21:34:33,22,1,1,683,96,14:07:27
23-11-15,21:34:43,22,1,1,711,3,04:55:26
23-11-15,21:34:53,22,1,1,568,33,20:28:59
23-11-15,21:35:03,22,1,1,184,38,20:22:58
23-11-15,21:35:13,22,1,1,244,11,20:58:15
23-11-15,21:35:23,22,1,1,243,80,17:10:23
23-11-15,21:35:33,22,1,1,387,98,14:33:22
23-11-15,21:35:43,22,1,1,204,77,00:38:21
23-11-15,21:35:53,22,1,1,265,30,08:27:29
23-11-15,21:36:03,22,1,1,853,87,05:22:31
23-11-15,21:36:13,22,1,1,993,43,00:08:42
23-11-15,21:36:23,22,1,1,692,2,05:13:27
23-11-15,21:36:33,22,1,1,776,93,07:20:09
23-11-15,21:36:43,22,1,1,194,77,15:16:50
23-11-15,21:36:53,22,1,1,166,83,01:59:58
23-11-15,21:37:03,22,1,1,51,45,01:53:14
23-11-15,21:37:13,22,1,1,308,89,12:21:16
23-11-15,21:37:23,22,1,1,424,54,08:38:20
23-11-15,21:37:33,22,1,1,190,83,08:52:11
23-11-15,21:37:43,22,1,1,191,83,18:22:43
23-11-15,21:37:53,22,1,1,894,60,06:15:49
23-11-15,21:38:03,22,1,1,199,71,07:12:01
23-11-15,21:38:13,22,1,1,845,60,21:30:20
23-11-15,21:38:23,22,1,1,516,42,22:26:53
23-11-15,21:38:33,22,1,1,62,97,07:48:48
23-11-15,21:38:43,22,1,1,676,30,20:42:55
23-11-15,21:38:53,22,1,1,411,79,04:39:24
23-11-15,21:39:03,22,1,1,933,1,17:50:44
23-11-15,21:39:13,22,1,1,847,39,23:45:15
23-11-15,21:39:23,22,1,1,509,85,22:55:59
23-11-15,21:39:33,22,1,1,671,55,07:04:25
23-11-15,21:39:43,22,1,1,847,91,20:19:16
23-11-15,21:39:53,22,1,1,778,79,00:50:05
23-11-15,21:40:03,22,1,1,857,39,23:36:14
23-11-15,21:40:13,22,1,1,906,55,17:30:23
23-11-15,21:40:23,22,1,1,166,86,09:37:29
23-11-15,21:40:33,22,1,1,886,55,17:48:24
23-11-15,21:40:43,22,1,1,373,45,20:28:40
23-11-15,21:40:54,22,1,1,896,94,12:42:17
23-11-15,21:41:04,22,1,1,295,16,01:30:23
23-11-15,21:41:14,22,1,1,704,60,21:25:09
23-11-15,21:41:24,22,1,1,217,7,23:18:18
23-11-15,21:41:34,22,1,1,924,37,05:25:06
23-11-15,21:41:44,22,1,1,141,60,23:43:00
23-11-15,21:41:54,22,1,1,261,32,18:25:19
23-11-15,21:42:04,22,1,1,42,77,05:50:06
23-11-15,21:42:14,22,1,1,769,0,20:23:53
23-11-15,21:42:24,22,1,1,111,45,20:00:17
23-11-15,21:42:34,22,1,1,90,65,03:33:55
23-11-15,21:42:44,22,1,1,7,59,01:49:07
23-11-15,21:42:54,22,1,1,715,49,22:23:35
23-11-15,21:43:04,22,1,1,109,49,18:07:15
23-11-15,21:43:14,22,1,1,222,97,07:35:58
23-11-15,21:43:24,22,1,1,767,4,09:00:18
23-11-15,21:43:34,22,1,1,541,100,12:09:14
23-11-15,21:43:44,22,1,1,544,0,09:48:55
23-11-15,21:43:54,22,1,1,188,19,01:16:27
23-11-15,21:44:04,22,1,1,477,19,13:08:41
23-11-15,21:44:14,22,1,1,529,17,02:25:48
23-11-15,21:44:24,22,1,1,320,78,22:50:16
23-11-15,21:44:34,22,1,1,19,73,15:20:24
23-11-15,21:44:44,22,1,1,795,54,11:59:15
23-11-15,21:44:54,22,1,1,461,16,17:58:20
23-11-15,21:45:04,22,1,1,844,8,00:56:17
23-11-15,21:45:14,22,1,1,247,48,20:32:46
23-11-15,21:45:24,22,1,1,877,12,15:17:01
23-11-15,21:45:34,22,1,1,617,65,23:31:48
23-11-15,21:45:44,22,1,1,22,71,19:52:01
23-11-15,21:45:54,22,1,1,903,86,23:38:34
23-11-15,21:46:04,22,1,1,378,49,20:46:57
23-11-15,21:46:14,22,1,1,780,77,19:51:11
23-11-15,21:46:24,22,1,1,261,94,23:22:26
23-11-15,21:46:34,22,1,1,517,77,19:22:48
23-11-15,21:46:44,22,1,1,456,65,14:14:05
23-11-15,21:46:54,22,1,1,228,18,19:41:31
23-11-15,21:47:04,22,1,1,467,55,15:12:32
23-11-15,21:47:14,22,1,1,121,61,14:30:28
23-11-15,21:47:24,22,1,1,767,14,17:23:24
23-11-15,21:47:34,22,1,1,747,5,23:47:47
23-11-15,21:47:44,22,1,1,45,82,11:07:19
23-11-15,21:47:54,22,1,1,247,28,03:46:35
